maximum number of tiles in grid [#],GLOBE size [B],GLOBE+GSHHG size [B],GLOBE+NE size [B],GSHHG size [B],NE size [B],"OS Terrain 50" size [B],total size [B]
23892,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23893,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23894,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23895,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23896,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23897,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23898,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23899,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23900,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23901,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23902,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23903,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23904,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23905,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23906,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23907,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23908,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23909,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23910,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23911,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23912,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23913,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23914,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23915,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23916,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23917,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23918,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23919,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23920,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23921,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23922,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23923,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23924,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23925,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23926,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23927,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23928,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23929,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23930,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23931,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23932,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23933,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23934,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23935,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23936,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23937,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23938,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23939,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23940,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23941,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23942,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23943,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23944,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23945,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23946,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23947,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23948,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23949,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23950,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23951,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23952,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23953,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23954,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23955,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23956,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23957,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23958,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23959,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23960,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23961,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23962,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23963,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23964,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23965,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23966,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23967,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23968,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23969,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23970,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23971,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23972,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23973,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23974,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23975,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23976,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23977,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23978,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23979,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23980,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23981,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23982,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23983,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23984,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23985,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23986,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23987,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23988,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23989,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23990,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23991,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23992,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23993,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23994,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23995,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23996,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23997,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23998,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
23999,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24000,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24001,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24002,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24003,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24004,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24005,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24006,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24007,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24008,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24009,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24010,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24011,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24012,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24013,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24014,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24015,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24016,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24017,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24018,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24019,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24020,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24021,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24022,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24023,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24024,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24025,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24026,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24027,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24028,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24029,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24030,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24031,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24032,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24033,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24034,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24035,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24036,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24037,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24038,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24039,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24040,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24041,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24042,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24043,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24044,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24045,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24046,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24047,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24048,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24049,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24050,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24051,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24052,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24053,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24054,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24055,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24056,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24057,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24058,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24059,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24060,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24061,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24062,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
24063,784398340,1300265439,816910450,25558700,29299193,178446084,3134878206
